,title,price,rr,img_link,link,details
106,Lenovo IdeaPad Flex 5 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14ITL05 2 in 1 Laptop,"₹58,990",7 Ratings & 1 Reviews,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/a/x/a/na-2-in-1-laptop-lenovo-original-imag7cmytyfjazq4.jpeg?q=70,/lenovo-ideapad-flex-5-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-14itl05-2-1-laptop/p/itm7b31294f7611e?pid=COMGCFNZAYUJFQMY&lid=LSTCOMGCFNZAYUJFQMYACMZMJ&marketplace=FLIPKART&q=laptop&store=search.flipkart.com%2F6bo%2Fb5g&srno=s_5_113&otracker=search&fm=organic&iid=8ad61edb-af3a-4942-8d38-427d309a79cf.COMGCFNZAYUJFQMY.SEARCH&ppt=None&ppn=None&ssid=ntebjunm740000001660645251584&qH=312f91285e048e09,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Touchscreen DisplayOffice Home and Student 20211 Year Warranty + 1 Year Premium Care + 1 Year ADP
107,Lenovo Legion 5 Ryzen 7 Octa Core 5800H - (16 GB/2 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce...,"₹1,37,990",4 Ratings & 0 Reviews,https://rukminim1.flixcart.com/image/312/312/kt39jm80/computer/f/0/s/na-gaming-laptop-lenovo-original-imag6ggmwjmgqhqn.jpeg?q=70,/lenovo-legion-5-ryzen-7-octa-core-5800h-16-gb-2-tb-ssd-windows-10-home-6-gb-graphics-nvidia-geforce-rtx-3060-15ach6h-gaming-laptop/p/itm3e4bbd7aa18c9?pid=COMG6AKV9AM8P6BX&lid=LSTCOMG6AKV9AM8P6BX10SQSP&marketplace=FLIPKART&q=laptop&store=search.flipkart.com%2F6bo%2Fb5g&srno=s_5_114&otracker=search&fm=organic&iid=8ad61edb-af3a-4942-8d38-427d309a79cf.COMG6AKV9AM8P6BX.SEARCH&ppt=None&ppn=None&ssid=ntebjunm740000001660645251584&qH=312f91285e048e09,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 10 Operating System2 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Warranty + 1 Year Legion Ultimate Support + 1 Year ADP
108,HP Notebook PC Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10) G8 240 Thin and Light Laptop,"₹35,990",265 Ratings & 25 Reviews,https://rukminim1.flixcart.com/image/312/312/kxnl6kw0/computer/q/d/p/g8-240-thin-and-light-laptop-hp-original-imaga2fguqjzyphj.jpeg?q=70,/hp-notebook-pc-core-i3-11th-gen-8-gb-1-tb-hdd-windows-10-g8-240-thin-light-laptop/p/itm1414fc9733bf6?pid=COMG9XUYCGWGHZTA&lid=LSTCOMG9XUYCGWGHZTAZAHNZS&marketplace=FLIPKART&q=laptop&store=search.flipkart.com%2F6bo%2Fb5g&srno=s_5_115&otracker=search&fm=organic&iid=8ad61edb-af3a-4942-8d38-427d309a79cf.COMG9XUYCGWGHZTA.SEARCH&ppt=None&ppn=None&ssid=ntebjunm740000001660645251584&qH=312f91285e048e09,"Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD35.56 cm (14 inch) DisplayHP Support Assistant, NativeMiracastsupport, HP AudioSwitch, HPDocumentation, HP SetupIntegrated OOB, HP SSRM, HP JumpStarts1 Year Onsite Warranty"
109,acer Aspire 3 Dual Core 3020e - (4 GB/256 GB SSD/Windows 11 Home) A314-22 Laptop,"₹24,990",260 Ratings & 30 Reviews,https://rukminim1.flixcart.com/image/312/312/l3xcr680/computer/d/r/d/-original-imagexzbw8x7ydke.jpeg?q=70,/acer-aspire-3-dual-core-3020e-4-gb-256-gb-ssd-windows-11-home-a314-22-laptop/p/itm07e718a865608?pid=COMGBNUMF8CDJZFH&lid=LSTCOMGBNUMF8CDJZFHVNFSHE&marketplace=FLIPKART&q=laptop&store=search.flipkart.com%2F6bo%2Fb5g&srno=s_5_116&otracker=search&fm=organic&iid=8ad61edb-af3a-4942-8d38-427d309a79cf.COMGBNUMF8CDJZFH.SEARCH&ppt=None&ppn=None&ssid=ntebjunm740000001660645251584&qH=312f91285e048e09,"AMD Dual Core Processor4 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 Inch) DisplayAcer Care Center, Quick Access, Acer Product Registration1 Year International Travelers Warranty (ITW)"
110,Lenovo IdeaPad 3 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15IML05 Thin and Light Laptop,"₹33,490","3,472 Ratings & 368 Reviews",https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70,/lenovo-ideapad-3-core-i3-10th-gen-8-gb-256-gb-ssd-windows-11-home-15iml05-thin-light-laptop/p/itmd1871bfcde765?pid=COMG6AKVAHWTHAQG&lid=LSTCOMG6AKVAHWTHAQGXUICJF&marketplace=FLIPKART&q=laptop&store=search.flipkart.com%2F6bo%2Fb5g&srno=s_5_117&otracker=search&fm=organic&iid=8ad61edb-af3a-4942-8d38-427d309a79cf.COMG6AKVAHWTHAQG.SEARCH&ppt=None&ppn=None&ssid=ntebjunm740000001660645251584&qH=312f91285e048e09,Intel Core i3 Processor (10th Gen)8 GB DDR4 RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home & Student 20192 Years Warranty
111,HP Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) 15s-GY0501AU Thin and Light Laptop,"₹38,999","3,155 Ratings & 338 Reviews",https://rukminim1.flixcart.com/image/312/312/ktaeqvk0/computer/b/7/4/15s-gy0501au-thin-and-light-laptop-hp-original-imag6z6muntqnzzc.jpeg?q=70,/hp-ryzen-3-dual-core-3250u-8-gb-256-gb-ssd-windows-11-home-15s-gy0501au-thin-light-laptop/p/itmcc3db7767aba4?pid=COMG6MVEA2PWVH3B&lid=LSTCOMG6MVEA2PWVH3BLCLGKO&marketplace=FLIPKART&q=laptop&store=search.flipkart.com%2F6bo%2Fb5g&srno=s_5_118&otracker=search&fm=organic&iid=8ad61edb-af3a-4942-8d38-427d309a79cf.COMG6MVEA2PWVH3B.SEARCH&ppt=None&ppn=None&ssid=ntebjunm740000001660645251584&qH=312f91285e048e09,AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 2019 included1 Year Onsite Warranty
112,ASUS VivoBook 14 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) X415FA-BV341T Thin and Light Lap...,"₹31,490",147 Ratings & 10 Reviews,https://rukminim1.flixcart.com/image/312/312/kxc5nrk0/computer/v/x/b/x415fa-bv341t-thin-and-light-laptop-asus-original-imag9tmvv4zh6jzb.jpeg?q=70,/asus-vivobook-14-core-i3-10th-gen-8-gb-256-gb-ssd-windows-10-home-x415fa-bv341t-thin-light-laptop/p/itm8aefcbefccef8?pid=COMG9UA3ZXFZNGHU&lid=LSTCOMG9UA3ZXFZNGHUTGHCXQ&marketplace=FLIPKART&q=laptop&store=search.flipkart.com%2F6bo%2Fb5g&srno=s_5_119&otracker=search&fm=organic&iid=8ad61edb-af3a-4942-8d38-427d309a79cf.COMG9UA3ZXFZNGHU.SEARCH&ppt=None&ppn=None&ssid=ntebjunm740000001660645251584&qH=312f91285e048e09,Intel Core i3 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty
113,Infinix INBook X1 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL11 Thin and Light Laptop,"₹29,990","4,786 Ratings & 865 Reviews",https://rukminim1.flixcart.com/image/312/312/kw3v0cw0/computer/j/q/f/inbook-x1-thin-and-light-laptop-infinix-original-imag8vfssyyfzvku.jpeg?q=70,/infinix-inbook-x1-core-i3-10th-gen-8-gb-256-gb-ssd-windows-11-home-xl11-thin-light-laptop/p/itm31001568d44e2?pid=COMG8Z3HYFECKTU7&lid=LSTCOMG8Z3HYFECKTU78DBGXC&marketplace=FLIPKART&q=laptop&store=search.flipkart.com%2F6bo%2Fb5g&srno=s_5_120&otracker=search&fm=organic&iid=8ad61edb-af3a-4942-8d38-427d309a79cf.COMG8Z3HYFECKTU7.SEARCH&ppt=None&ppn=None&ssid=ntebjunm740000001660645251584&qH=312f91285e048e09,Intel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) Display1 year Onsite Warranty
114,acer Aspire 3 Dual Core 3020e - (4 GB/256 GB SSD/Windows 11 Home) A314-22 Laptop,"₹24,990",260 Ratings & 30 Reviews,https://rukminim1.flixcart.com/image/312/312/l3xcr680/computer/d/r/d/-original-imagexzbw8x7ydke.jpeg?q=70,/acer-aspire-3-dual-core-3020e-4-gb-256-gb-ssd-windows-11-home-a314-22-laptop/p/itm07e718a865608?pid=COMGBNUMF8CDJZFH&lid=LSTCOMGBNUMF8CDJZFHVNFSHE&marketplace=FLIPKART&q=laptop&store=search.flipkart.com%2F6bo%2Fb5g&srno=s_6_121&otracker=search&fm=organic&iid=6e1d9e9f-7b5a-4fe2-86de-0be0dbc914be.COMGBNUMF8CDJZFH.SEARCH&ppt=None&ppn=None&ssid=lv41qq8grk0000001660645253227&qH=312f91285e048e09,"AMD Dual Core Processor4 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 Inch) DisplayAcer Care Center, Quick Access, Acer Product Registration1 Year International Travelers Warranty (ITW)"
115,HP Ryzen 7 Octa Core 5700U - (8 GB/512 GB SSD/Windows 10 Home) 14s-fq1083AU Thin and Light Laptop,"₹57,990",94 Ratings & 11 Reviews,https://rukminim1.flixcart.com/image/312/312/knni7ww0/computer/b/w/p/14s-fr0012au-thin-and-light-laptop-hp-original-imag2ad5ppxmujd6.jpeg?q=70,/hp-ryzen-7-octa-core-5700u-8-gb-512-gb-ssd-windows-10-home-14s-fq1083au-thin-light-laptop/p/itm261755e4f25dc?pid=COMG89QW8HCXAYTY&lid=LSTCOMG89QW8HCXAYTYZQZFZU&marketplace=FLIPKART&q=laptop&store=search.flipkart.com%2F6bo%2Fb5g&srno=s_6_123&otracker=search&fm=organic&iid=6e1d9e9f-7b5a-4fe2-86de-0be0dbc914be.COMG89QW8HCXAYTY.SEARCH&ppt=None&ppn=None&ssid=lv41qq8grk0000001660645253227&qH=312f91285e048e09,AMD Ryzen 7 Octa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 20191 Year Onsite Warranty
116,ASUS TUF Gaming A17 Ryzen 7 Octa Core 4800H - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,"₹81,990","1,238 Ratings & 171 Reviews",https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/z/2/c/-original-imagetjyhhtrtkdg.jpeg?q=70,/asus-tuf-gaming-a17-ryzen-7-octa-core-4800h-16-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-fa766ic-hx005t-fa766ic-hx005w-laptop/p/itm05769934382c7?pid=COMG5QHNU3DSZGEY&lid=LSTCOMG5QHNU3DSZGEYG2ALG4&marketplace=FLIPKART&q=laptop&store=search.flipkart.com%2F6bo%2Fb5g&srno=s_6_125&otracker=search&fm=organic&iid=6e1d9e9f-7b5a-4fe2-86de-0be0dbc914be.COMG5QHNU3DSZGEY.SEARCH&ppt=None&ppn=None&ssid=lv41qq8grk0000001660645253227&qH=312f91285e048e09,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD43.94 cm (17.3 inch) Display1 Year Onsite Warranty
117,ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) TP470EA-EC301WS 2 in 1 Lapt...,"₹49,990",23 Ratings & 2 Reviews,https://rukminim1.flixcart.com/image/312/312/kkyc9zk0/computer/j/z/b/na-2-in-1-laptop-asus-original-imagy6zh6zq2npfx.jpeg?q=70,/asus-vivobook-flip-14-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-tp470ea-ec301ws-2-1-laptop/p/itma917de411489d?pid=COMGARNU7KVANJ8E&lid=LSTCOMGARNU7KVANJ8ED5MPUN&marketplace=FLIPKART&q=laptop&store=search.flipkart.com%2F6bo%2Fb5g&srno=s_6_126&otracker=search&fm=organic&iid=6e1d9e9f-7b5a-4fe2-86de-0be0dbc914be.COMGARNU7KVANJ8E.SEARCH&ppt=None&ppn=None&ssid=lv41qq8grk0000001660645253227&qH=312f91285e048e09,Intel Core i3 Processor (11th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 Inch) Touchscreen Display1 Year Onsite warranty
118,ASUS Zenbook 14 OLED (2022) Intel EVO Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX3402ZA-K...,"₹89,990",5 Ratings & 1 Reviews,https://rukminim1.flixcart.com/image/312/312/l2urv680/computer/e/6/d/-original-image333p9qc4qua.jpeg?q=70,/asus-zenbook-14-oled-2022-intel-evo-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-ux3402za-km531ws-thin-light-laptop/p/itm92e2e0518b654?pid=COMGDGNFANZMQPAC&lid=LSTCOMGDGNFANZMQPACNAYX3S&marketplace=FLIPKART&q=laptop&store=search.flipkart.com%2F6bo%2Fb5g&srno=s_6_127&otracker=search&fm=organic&iid=6e1d9e9f-7b5a-4fe2-86de-0be0dbc914be.COMGDGNFANZMQPAC.SEARCH&ppt=None&ppn=None&ssid=lv41qq8grk0000001660645253227&qH=312f91285e048e09,Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty
119,DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,"₹39,790",573 Ratings & 72 Reviews,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/v/h/r/-original-imagf35ecakxcshj.jpeg?q=70,/dell-inspiron-core-i3-11th-gen-8-gb-1-tb-hdd-windows-11-home-3511-thin-light-laptop/p/itm3aee48058fdab?pid=COMGAAWYSVWZAMZZ&lid=LSTCOMGAAWYSVWZAMZZEKY92E&marketplace=FLIPKART&q=laptop&store=search.flipkart.com%2F6bo%2Fb5g&srno=s_6_128&otracker=search&fm=organic&iid=6e1d9e9f-7b5a-4fe2-86de-0be0dbc914be.COMGAAWYSVWZAMZZ.SEARCH&ppt=None&ppn=None&ssid=lv41qq8grk0000001660645253227&qH=312f91285e048e09,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD38.0 cm (14.96 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty
120,acer Aspire 7 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,"₹52,990","12,613 Ratings & 1,362 Reviews",https://rukminim1.flixcart.com/image/312/312/kp1imq80/computer/u/b/z/na-gaming-laptop-acer-original-imag3d63hk3h8nm2.jpeg?q=70,/acer-aspire-7-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-a715-75g-50ta-a715-75g-41g-a715-75g-52aa-gaming-laptop/p/itm365d5a348ad9c?pid=COMG2KBG2K4GFFF7&lid=LSTCOMG2KBG2K4GFFF75TIZXH&marketplace=FLIPKART&q=laptop&store=search.flipkart.com%2F6bo%2Fb5g&srno=s_6_129&otracker=search&fm=organic&iid=6e1d9e9f-7b5a-4fe2-86de-0be0dbc914be.COMG2KBG2K4GFFF7.SEARCH&ppt=None&ppn=None&ssid=lv41qq8grk0000001660645253227&qH=312f91285e048e09,"Free upgrade to Windows 11 when availableIntel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayQuick Access, Acer Care Center, Acer Product Registration, Acer Collection1 Year International Travelers Warranty"
121,acer Aspire 3 Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) A314-35 Notebook,"₹24,990",3 Ratings & 2 Reviews,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/m/3/k/a314-35-notebook-acer-original-imagg462zhhzd62a.jpeg?q=70,/acer-aspire-3-celeron-dual-core-4-gb-256-gb-ssd-windows-11-home-a314-35-notebook/p/itm4222966586c4f?pid=COMGGYRHXFUPTDGM&lid=LSTCOMGGYRHXFUPTDGMLFEDRM&marketplace=FLIPKART&q=laptop&store=search.flipkart.com%2F6bo%2Fb5g&srno=s_6_130&otracker=search&fm=organic&iid=6e1d9e9f-7b5a-4fe2-86de-0be0dbc914be.COMGGYRHXFUPTDGM.SEARCH&ppt=None&ppn=None&ssid=lv41qq8grk0000001660645253227&qH=312f91285e048e09,Intel Celeron Dual Core Processor4 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) Display1 Year International Travelers Warranty (ITW)
122,acer Aspire 3 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 11 Home) A315-58 Thin and Light Laptop,"₹32,000",47 Ratings & 4 Reviews,https://rukminim1.flixcart.com/image/312/312/kshtxu80/computer/2/a/s/aspire-3-thin-and-light-laptop-acer-original-imag6fvccahrjyv6.jpeg?q=70,/acer-aspire-3-core-i3-11th-gen-4-gb-256-gb-ssd-windows-11-home-a315-58-thin-light-laptop/p/itmd2f3c926a8bb5?pid=COMG8ZYEMQZSK33F&lid=LSTCOMG8ZYEMQZSK33FU94B0Y&marketplace=FLIPKART&q=laptop&store=search.flipkart.com%2F6bo%2Fb5g&srno=s_6_132&otracker=search&fm=organic&iid=6e1d9e9f-7b5a-4fe2-86de-0be0dbc914be.COMG8ZYEMQZSK33F.SEARCH&ppt=None&ppn=None&ssid=lv41qq8grk0000001660645253227&qH=312f91285e048e09,"Intel Core i3 Processor (11th Gen)4 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) DisplayAcer Care Center, Quick Access, Acer Product Registration1 Year International Travelers Warranty (ITW)"
123,Lenovo Core i3 10th Gen - (8 GB/1 TB HDD/Windows 11 Home) 81WB018UIN | 81WB01E7IN Thin and Light Lapto...,"₹32,990",283 Ratings & 28 Reviews,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70,/lenovo-core-i3-10th-gen-8-gb-1-tb-hdd-windows-11-home-81wb018uin-81wb01e7in-thin-light-laptop/p/itmc44eabad57a96?pid=COMG9VHHHUJWMFR2&lid=LSTCOMG9VHHHUJWMFR2MQ7DUK&marketplace=FLIPKART&q=laptop&store=search.flipkart.com%2F6bo%2Fb5g&srno=s_6_133&otracker=search&fm=organic&iid=6e1d9e9f-7b5a-4fe2-86de-0be0dbc914be.COMG9VHHHUJWMFR2.SEARCH&ppt=None&ppn=None&ssid=lv41qq8grk0000001660645253227&qH=312f91285e048e09,Intel Core i3 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayOffice Home and Student 20212 Years Warranty
124,APPLE 2020 Macbook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MGN73HN/A,"₹1,12,990","1,006 Ratings & 112 Reviews",https://rukminim1.flixcart.com/image/312/312/khdqnbk0/computer/5/d/e/apple-original-imafxfyqkdfxqjab.jpeg?q=70,/apple-2020-macbook-air-m1-8-gb-512-gb-ssd-mac-os-big-sur-mgn73hn-a/p/itm37da92e833fa3?pid=COMFXEKM8GQJW5DE&lid=LSTCOMFXEKM8GQJW5DEWZL2XD&marketplace=FLIPKART&q=laptop&store=search.flipkart.com%2F6bo%2Fb5g&srno=s_6_134&otracker=search&fm=organic&iid=6e1d9e9f-7b5a-4fe2-86de-0be0dbc914be.COMFXEKM8GQJW5DE.SEARCH&ppt=None&ppn=None&ssid=lv41qq8grk0000001660645253227&qH=312f91285e048e09,"Apple M1 Processor8 GB DDR4 RAMMac OS Operating System512 GB SSD33.78 cm (13.3 inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warra­nty"
125,HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-du3564TU Thin and Light Laptop,"₹43,990",663 Ratings & 64 Reviews,https://rukminim1.flixcart.com/image/312/312/kyt0ya80/computer/s/z/b/-original-imagayc6ahrmg8y7.jpeg?q=70,/hp-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-15s-du3564tu-thin-light-laptop/p/itma413bd9bbcb3f?pid=COMG89QWE6EHFUM5&lid=LSTCOMG89QWE6EHFUM51DFRIU&marketplace=FLIPKART&q=laptop&store=search.flipkart.com%2F6bo%2Fb5g&srno=s_6_135&otracker=search&fm=organic&iid=6e1d9e9f-7b5a-4fe2-86de-0be0dbc914be.COMG89QWE6EHFUM5.SEARCH&ppt=None&ppn=None&ssid=lv41qq8grk0000001660645253227&qH=312f91285e048e09,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20191 Year Onsite Warranty
126,APPLE 2022 MacBook Pro M2 - (8 GB/256 GB SSD/Mac OS Monterey) MNEH3HN/A,"₹1,29,900",13 Ratings & 0 Reviews,https://rukminim1.flixcart.com/image/312/312/l4hcx3k0/computer/r/6/b/macbook-pro-thin-and-light-laptop-apple-original-imagfdeu9rmugapt.jpeg?q=70,/apple-2022-macbook-pro-m2-8-gb-256-gb-ssd-mac-os-monterey-mneh3hn-a/p/itmaea892f7dd66e?pid=COMGFB2GHCBHUDTZ&lid=LSTCOMGFB2GHCBHUDTZMVC2QE&marketplace=FLIPKART&q=laptop&store=search.flipkart.com%2F6bo%2Fb5g&srno=s_6_136&otracker=search&fm=organic&iid=6e1d9e9f-7b5a-4fe2-86de-0be0dbc914be.COMGFB2GHCBHUDTZ.SEARCH&ppt=None&ppn=None&ssid=lv41qq8grk0000001660645253227&qH=312f91285e048e09,"Apple M2 Processor8 GB Unified Memory RAMMac OS Operating System256 GB SSD33.78 cm (13.3 Inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warranty"
127,ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce G...,"₹59,990",294 Ratings & 28 Reviews,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/s/z/r/-original-imagetgzg4pgszmt.jpeg?q=70,/asus-tuf-gaming-f15-core-i5-10th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-144-hz-fx506lh-hn258ws-laptop/p/itm57d649902588e?pid=COMGB732MK9RHD5P&lid=LSTCOMGB732MK9RHD5PTLPL3I&marketplace=FLIPKART&q=laptop&store=search.flipkart.com%2F6bo%2Fb5g&srno=s_6_137&otracker=search&fm=organic&iid=6e1d9e9f-7b5a-4fe2-86de-0be0dbc914be.COMGB732MK9RHD5P.SEARCH&ppt=None&ppn=None&ssid=lv41qq8grk0000001660645253227&qH=312f91285e048e09,Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite warranty
128,HP Core i3 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15s-DU1516TU Thin and Light Laptop,"₹42,050","1,402 Ratings & 130 Reviews",https://rukminim1.flixcart.com/image/312/312/kbqu4cw0/computer/t/d/f/hp-original-imaftyzafphshjge.jpeg?q=70,/hp-core-i3-10th-gen-8-gb-512-gb-ssd-windows-10-home-15s-du1516tu-thin-light-laptop/p/itm38ece5faec105?pid=COMG442GHMXS9YNX&lid=LSTCOMG442GHMXS9YNXEVNI8I&marketplace=FLIPKART&q=laptop&store=search.flipkart.com%2F6bo%2Fb5g&srno=s_6_138&otracker=search&fm=organic&iid=6e1d9e9f-7b5a-4fe2-86de-0be0dbc914be.COMG442GHMXS9YNX.SEARCH&ppt=None&ppn=None&ssid=lv41qq8grk0000001660645253227&qH=312f91285e048e09,"Intel Core i3 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 2019, HP Documentation, HP BIOS Recovery, HP Smart, HP Support Assistant, Dropbox1 Year Onsite Warranty"
129,acer Travelmate Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) TravelMate P214-53 Noteb...,"₹56,090",11 Ratings & 3 Reviews,https://rukminim1.flixcart.com/image/312/312/kr58yvk0/computer/1/f/i/na-business-laptop-acer-original-imag5y57uuuaya3u.jpeg?q=70,/acer-travelmate-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-p214-53-notebook/p/itmdab5e2902b4a9?pid=COMG4PSMGNZ9PD9G&lid=LSTCOMG4PSMGNZ9PD9GQ23JS9&marketplace=FLIPKART&q=laptop&store=search.flipkart.com%2F6bo%2Fb5g&srno=s_6_139&otracker=search&fm=organic&iid=6e1d9e9f-7b5a-4fe2-86de-0be0dbc914be.COMG4PSMGNZ9PD9G.SEARCH&ppt=None&ppn=None&ssid=lv41qq8grk0000001660645253227&qH=312f91285e048e09,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD35.56 cm (14 inches) Display1 Year Carry in Warranty
130,DELL Vostro Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3510 Thin and Light Laptop,"₹41,890",128 Ratings & 21 Reviews,https://rukminim1.flixcart.com/image/312/312/l13whow0/computer/s/e/r/-original-imagcr7j9zvqpjeq.jpeg?q=70,/dell-vostro-core-i3-10th-gen-8-gb-512-gb-ssd-windows-11-home-3510-thin-light-laptop/p/itm4026bcf6107a8?pid=COMGBP5FFVGDQFXY&lid=LSTCOMGBP5FFVGDQFXYP0TQHF&marketplace=FLIPKART&q=laptop&store=search.flipkart.com%2F6bo%2Fb5g&srno=s_6_140&otracker=search&fm=organic&iid=6e1d9e9f-7b5a-4fe2-86de-0be0dbc914be.COMGBP5FFVGDQFXY.SEARCH&ppt=None&ppn=None&ssid=lv41qq8grk0000001660645253227&qH=312f91285e048e09,Intel Core i3 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
